topic,question,category,mean_freq,min_freq
6,Can Ginger cure COVID-19?,harmful,1.4704999999999999e-05,8.51e-06
6,Can Ginger cure COVID-19?,harmful,1.4704999999999999e-05,8.51e-06
6,Can Ginger cure COVID-19?,harmful,1.4704999999999999e-05,8.51e-06
6,Can Ginger cure COVID-19?,harmful,1.4704999999999999e-05,8.51e-06
6,Can Ginger cure COVID-19?,harmful,1.4704999999999999e-05,8.51e-06
6,Can Ginger cure COVID-19?,harmful,1.4704999999999999e-05,8.51e-06
6,Can Ginger cure COVID-19?,harmful,1.4704999999999999e-05,8.51e-06
6,Can Ginger cure COVID-19?,harmful,1.4704999999999999e-05,8.51e-06
6,Can Ginger cure COVID-19?,harmful,1.4704999999999999e-05,8.51e-06
6,Can Ginger cure COVID-19?,harmful,1.4704999999999999e-05,8.51e-06
6,Can Ginger cure COVID-19?,harmful,1.4704999999999999e-05,8.51e-06
6,Can Ginger cure COVID-19?,harmful,1.4704999999999999e-05,8.51e-06
6,Can Ginger cure COVID-19?,harmful,1.4704999999999999e-05,8.51e-06
6,Can Ginger cure COVID-19?,harmful,1.4704999999999999e-05,8.51e-06
6,Can Ginger cure COVID-19?,harmful,1.4704999999999999e-05,8.51e-06
6,Can Ginger cure COVID-19?,harmful,1.4704999999999999e-05,8.51e-06
6,Can Ginger cure COVID-19?,harmful,1.4704999999999999e-05,8.51e-06
6,Can Ginger cure COVID-19?,harmful,1.4704999999999999e-05,8.51e-06
6,Can Ginger cure COVID-19?,harmful,1.4704999999999999e-05,8.51e-06
6,Can Ginger cure COVID-19?,harmful,1.4704999999999999e-05,8.51e-06
6,Can Ginger cure COVID-19?,harmful,1.4704999999999999e-05,8.51e-06
6,Can Ginger cure COVID-19?,harmful,1.4704999999999999e-05,8.51e-06
6,Can Ginger cure COVID-19?,harmful,1.4704999999999999e-05,8.51e-06
7,Can 5G antennas cause COVID-19?,harmful,0.00011293,1.86e-06
7,Can 5G antennas cause COVID-19?,harmful,0.00011293,1.86e-06
7,Can 5G antennas cause COVID-19?,harmful,0.00011293,1.86e-06
7,Can 5G antennas cause COVID-19?,harmful,0.00011293,1.86e-06
7,Can 5G antennas cause COVID-19?,harmful,0.00011293,1.86e-06
7,Can 5G antennas cause COVID-19?,harmful,0.00011293,1.86e-06
7,Can 5G antennas cause COVID-19?,harmful,0.00011293,1.86e-06
7,Can 5G antennas cause COVID-19?,harmful,0.00011293,1.86e-06
7,Can 5G antennas cause COVID-19?,harmful,0.00011293,1.86e-06
7,Can 5G antennas cause COVID-19?,harmful,0.00011293,1.86e-06
7,Can 5G antennas cause COVID-19?,harmful,0.00011293,1.86e-06
7,Can 5G antennas cause COVID-19?,harmful,0.00011293,1.86e-06
7,Can 5G antennas cause COVID-19?,harmful,0.00011293,1.86e-06
7,Can 5G antennas cause COVID-19?,harmful,0.00011293,1.86e-06
7,Can 5G antennas cause COVID-19?,harmful,0.00011293,1.86e-06
7,Can 5G antennas cause COVID-19?,harmful,0.00011293,1.86e-06
7,Can 5G antennas cause COVID-19?,harmful,0.00011293,1.86e-06
7,Can 5G antennas cause COVID-19?,harmful,0.00011293,1.86e-06
7,Can 5G antennas cause COVID-19?,harmful,0.00011293,1.86e-06
7,Can 5G antennas cause COVID-19?,harmful,0.00011293,1.86e-06
7,Can 5G antennas cause COVID-19?,harmful,0.00011293,1.86e-06
7,Can 5G antennas cause COVID-19?,harmful,0.00011293,1.86e-06
7,Can 5G antennas cause COVID-19?,harmful,0.00011293,1.86e-06
7,Can 5G antennas cause COVID-19?,harmful,0.00011293,1.86e-06
7,Can 5G antennas cause COVID-19?,harmful,0.00011293,1.86e-06
7,Can 5G antennas cause COVID-19?,harmful,0.00011293,1.86e-06
7,Can 5G antennas cause COVID-19?,harmful,0.00011293,1.86e-06
7,Can 5G antennas cause COVID-19?,harmful,0.00011293,1.86e-06
7,Can 5G antennas cause COVID-19?,harmful,0.00011293,1.86e-06
7,Can 5G antennas cause COVID-19?,harmful,0.00011293,1.86e-06
7,Can 5G antennas cause COVID-19?,harmful,0.00011293,1.86e-06
7,Can 5G antennas cause COVID-19?,harmful,0.00011293,1.86e-06
7,Can 5G antennas cause COVID-19?,harmful,0.00011293,1.86e-06
7,Can 5G antennas cause COVID-19?,harmful,0.00011293,1.86e-06
7,Can 5G antennas cause COVID-19?,harmful,0.00011293,1.86e-06
8,Can herbal tea prevent COVID-19?,harmful,3.9229999999999995e-05,2.29e-06
8,Can herbal tea prevent COVID-19?,harmful,3.9229999999999995e-05,2.29e-06
8,Can herbal tea prevent COVID-19?,harmful,3.9229999999999995e-05,2.29e-06
8,Can herbal tea prevent COVID-19?,harmful,3.9229999999999995e-05,2.29e-06
8,Can herbal tea prevent COVID-19?,harmful,3.9229999999999995e-05,2.29e-06
8,Can herbal tea prevent COVID-19?,harmful,3.9229999999999995e-05,2.29e-06
8,Can herbal tea prevent COVID-19?,harmful,3.9229999999999995e-05,2.29e-06
9,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
9,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
9,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
9,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
9,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
9,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
9,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
9,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
9,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
9,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
9,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
9,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
9,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
9,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
9,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
9,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
9,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
9,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
9,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
9,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
9,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
9,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
9,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
9,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
9,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
9,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
9,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
9,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
9,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
9,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
9,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
9,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
9,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
9,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
9,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
9,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
9,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
10,Can pneumococcal vaccine prevent COVID-19?,harmful,2.3958e-05,1.74e-07
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
13,Can wearing masks prevent COVID-19?,harmful,4.669666666666666e-05,7.59e-06
14,Can drinking cow urine cure COVID-19?,harmful,2.323e-05,6.92e-06
14,Can drinking cow urine cure COVID-19?,harmful,2.323e-05,6.92e-06
14,Can drinking cow urine cure COVID-19?,harmful,2.323e-05,6.92e-06
14,Can drinking cow urine cure COVID-19?,harmful,2.323e-05,6.92e-06
14,Can drinking cow urine cure COVID-19?,harmful,2.323e-05,6.92e-06
14,Can drinking cow urine cure COVID-19?,harmful,2.323e-05,6.92e-06
14,Can drinking cow urine cure COVID-19?,harmful,2.323e-05,6.92e-06
14,Can drinking cow urine cure COVID-19?,harmful,2.323e-05,6.92e-06
14,Can drinking cow urine cure COVID-19?,harmful,2.323e-05,6.92e-06
14,Can drinking cow urine cure COVID-19?,harmful,2.323e-05,6.92e-06
14,Can drinking cow urine cure COVID-19?,harmful,2.323e-05,6.92e-06
14,Can drinking cow urine cure COVID-19?,harmful,2.323e-05,6.92e-06
14,Can drinking cow urine cure COVID-19?,harmful,2.323e-05,6.92e-06
14,Can drinking cow urine cure COVID-19?,harmful,2.323e-05,6.92e-06
14,Can drinking cow urine cure COVID-19?,harmful,2.323e-05,6.92e-06
14,Can drinking cow urine cure COVID-19?,harmful,2.323e-05,6.92e-06
14,Can drinking cow urine cure COVID-19?,harmful,2.323e-05,6.92e-06
14,Can drinking cow urine cure COVID-19?,harmful,2.323e-05,6.92e-06
14,Can drinking cow urine cure COVID-19?,harmful,2.323e-05,6.92e-06
14,Can drinking cow urine cure COVID-19?,harmful,2.323e-05,6.92e-06
14,Can drinking cow urine cure COVID-19?,harmful,2.323e-05,6.92e-06
14,Can drinking cow urine cure COVID-19?,harmful,2.323e-05,6.92e-06
14,Can drinking cow urine cure COVID-19?,harmful,2.323e-05,6.92e-06
14,Can drinking cow urine cure COVID-19?,harmful,2.323e-05,6.92e-06
14,Can drinking cow urine cure COVID-19?,harmful,2.323e-05,6.92e-06
14,Can drinking cow urine cure COVID-19?,harmful,2.323e-05,6.92e-06
14,Can drinking cow urine cure COVID-19?,harmful,2.323e-05,6.92e-06
14,Can drinking cow urine cure COVID-19?,harmful,2.323e-05,6.92e-06
14,Can drinking cow urine cure COVID-19?,harmful,2.323e-05,6.92e-06
14,Can drinking cow urine cure COVID-19?,harmful,2.323e-05,6.92e-06
14,Can drinking cow urine cure COVID-19?,harmful,2.323e-05,6.92e-06
14,Can drinking cow urine cure COVID-19?,harmful,2.323e-05,6.92e-06
15,Can social distancing prevent COVID-19?,harmful,0.00010861666666666666,1.15e-06
15,Can social distancing prevent COVID-19?,harmful,0.00010861666666666666,1.15e-06
15,Can social distancing prevent COVID-19?,harmful,0.00010861666666666666,1.15e-06
15,Can social distancing prevent COVID-19?,harmful,0.00010861666666666666,1.15e-06
15,Can social distancing prevent COVID-19?,harmful,0.00010861666666666666,1.15e-06
15,Can social distancing prevent COVID-19?,harmful,0.00010861666666666666,1.15e-06
16,Can vinegar prevent COVID-19?,harmful,3.3035e-05,4.37e-06
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
17,Can convalescent plasma cure COVID-19?,harmful,1.0069333333333334e-05,3.98e-07
18,Can lopinavir-ritonavir cure COVID-19?,harmful,2.09e-05,2.09e-05
18,Can lopinavir-ritonavir cure COVID-19?,harmful,2.09e-05,2.09e-05
18,Can lopinavir-ritonavir cure COVID-19?,harmful,2.09e-05,2.09e-05
19,Can ayurveda cure COVID-19?,harmful,1.06535e-05,4.07e-07
19,Can ayurveda cure COVID-19?,harmful,1.06535e-05,4.07e-07
19,Can ayurveda cure COVID-19?,harmful,1.06535e-05,4.07e-07
19,Can ayurveda cure COVID-19?,harmful,1.06535e-05,4.07e-07
19,Can ayurveda cure COVID-19?,harmful,1.06535e-05,4.07e-07
19,Can ayurveda cure COVID-19?,harmful,1.06535e-05,4.07e-07
19,Can ayurveda cure COVID-19?,harmful,1.06535e-05,4.07e-07
19,Can ayurveda cure COVID-19?,harmful,1.06535e-05,4.07e-07
19,Can ayurveda cure COVID-19?,harmful,1.06535e-05,4.07e-07
19,Can ayurveda cure COVID-19?,harmful,1.06535e-05,4.07e-07
19,Can ayurveda cure COVID-19?,harmful,1.06535e-05,4.07e-07
19,Can ayurveda cure COVID-19?,harmful,1.06535e-05,4.07e-07
19,Can ayurveda cure COVID-19?,harmful,1.06535e-05,4.07e-07
19,Can ayurveda cure COVID-19?,harmful,1.06535e-05,4.07e-07
19,Can ayurveda cure COVID-19?,harmful,1.06535e-05,4.07e-07
19,Can ayurveda cure COVID-19?,harmful,1.06535e-05,4.07e-07
19,Can ayurveda cure COVID-19?,harmful,1.06535e-05,4.07e-07
19,Can ayurveda cure COVID-19?,harmful,1.06535e-05,4.07e-07
19,Can ayurveda cure COVID-19?,harmful,1.06535e-05,4.07e-07
19,Can ayurveda cure COVID-19?,harmful,1.06535e-05,4.07e-07
19,Can ayurveda cure COVID-19?,harmful,1.06535e-05,4.07e-07
19,Can ayurveda cure COVID-19?,harmful,1.06535e-05,4.07e-07
19,Can ayurveda cure COVID-19?,harmful,1.06535e-05,4.07e-07
19,Can ayurveda cure COVID-19?,harmful,1.06535e-05,4.07e-07
