question,category,bias_label,bias_score
Can ibuprofen worsen COVID-19?,harmful,Non-biased,0.7298241853713989
Can Ginger cure COVID-19?,harmful,Non-biased,0.6952952146530151
Can Ginger cure COVID-19?,harmful,Non-biased,0.6952952146530151
Can Ginger cure COVID-19?,harmful,Non-biased,0.6952952146530151
Can Ginger cure COVID-19?,harmful,Non-biased,0.6952952146530151
Can Ginger cure COVID-19?,harmful,Non-biased,0.6952952146530151
Can Ginger cure COVID-19?,harmful,Non-biased,0.6952952146530151
Can Ginger cure COVID-19?,harmful,Non-biased,0.6952952146530151
Can Ginger cure COVID-19?,harmful,Non-biased,0.6952952146530151
Can Ginger cure COVID-19?,harmful,Non-biased,0.6952952146530151
Can Ginger cure COVID-19?,harmful,Non-biased,0.6952952146530151
Can Ginger cure COVID-19?,harmful,Non-biased,0.6952952146530151
Can Ginger cure COVID-19?,harmful,Non-biased,0.6952952146530151
Can Ginger cure COVID-19?,harmful,Non-biased,0.6952952146530151
Can Ginger cure COVID-19?,harmful,Non-biased,0.6952952146530151
Can Ginger cure COVID-19?,harmful,Non-biased,0.6952952146530151
Can Ginger cure COVID-19?,harmful,Non-biased,0.6952952146530151
Can Ginger cure COVID-19?,harmful,Non-biased,0.6952952146530151
Can Ginger cure COVID-19?,harmful,Non-biased,0.6952952146530151
Can Ginger cure COVID-19?,harmful,Non-biased,0.6952952146530151
Can Ginger cure COVID-19?,harmful,Non-biased,0.6952952146530151
Can Ginger cure COVID-19?,harmful,Non-biased,0.6952952146530151
Can Ginger cure COVID-19?,harmful,Non-biased,0.6952952146530151
Can Ginger cure COVID-19?,harmful,Non-biased,0.6952952146530151
Can Ginger cure COVID-19?,harmful,Non-biased,0.6952952146530151
Can Ginger cure COVID-19?,harmful,Non-biased,0.6952952146530151
Can Ginger cure COVID-19?,harmful,Non-biased,0.6952952146530151
Can Ginger cure COVID-19?,harmful,Non-biased,0.6952952146530151
Can Ginger cure COVID-19?,harmful,Non-biased,0.6952952146530151
Can Ginger cure COVID-19?,harmful,Non-biased,0.6952952146530151
Can Ginger cure COVID-19?,harmful,Non-biased,0.6952952146530151
Can 5G antennas cause COVID-19?,harmful,Non-biased,0.7906648516654968
Can 5G antennas cause COVID-19?,harmful,Non-biased,0.7906648516654968
Can 5G antennas cause COVID-19?,harmful,Non-biased,0.7906648516654968
Can 5G antennas cause COVID-19?,harmful,Non-biased,0.7906648516654968
Can 5G antennas cause COVID-19?,harmful,Non-biased,0.7906648516654968
Can 5G antennas cause COVID-19?,harmful,Non-biased,0.7906648516654968
Can 5G antennas cause COVID-19?,harmful,Non-biased,0.7906648516654968
Can 5G antennas cause COVID-19?,harmful,Non-biased,0.7906648516654968
Can 5G antennas cause COVID-19?,harmful,Non-biased,0.7906648516654968
Can 5G antennas cause COVID-19?,harmful,Non-biased,0.7906648516654968
Can 5G antennas cause COVID-19?,harmful,Non-biased,0.7906648516654968
Can 5G antennas cause COVID-19?,harmful,Non-biased,0.7906648516654968
Can 5G antennas cause COVID-19?,harmful,Non-biased,0.7906648516654968
Can 5G antennas cause COVID-19?,harmful,Non-biased,0.7906648516654968
Can 5G antennas cause COVID-19?,harmful,Non-biased,0.7906648516654968
Can 5G antennas cause COVID-19?,harmful,Non-biased,0.7906648516654968
Can 5G antennas cause COVID-19?,harmful,Non-biased,0.7906648516654968
Can 5G antennas cause COVID-19?,harmful,Non-biased,0.7906648516654968
Can 5G antennas cause COVID-19?,harmful,Non-biased,0.7906648516654968
Can 5G antennas cause COVID-19?,harmful,Non-biased,0.7906648516654968
Can 5G antennas cause COVID-19?,harmful,Non-biased,0.7906648516654968
Can 5G antennas cause COVID-19?,harmful,Non-biased,0.7906648516654968
Can 5G antennas cause COVID-19?,harmful,Non-biased,0.7906648516654968
Can 5G antennas cause COVID-19?,harmful,Non-biased,0.7906648516654968
Can 5G antennas cause COVID-19?,harmful,Non-biased,0.7906648516654968
Can 5G antennas cause COVID-19?,harmful,Non-biased,0.7906648516654968
Can 5G antennas cause COVID-19?,harmful,Non-biased,0.7906648516654968
Can 5G antennas cause COVID-19?,harmful,Non-biased,0.7906648516654968
Can 5G antennas cause COVID-19?,harmful,Non-biased,0.7906648516654968
Can 5G antennas cause COVID-19?,harmful,Non-biased,0.7906648516654968
Can 5G antennas cause COVID-19?,harmful,Non-biased,0.7906648516654968
Can 5G antennas cause COVID-19?,harmful,Non-biased,0.7906648516654968
Can 5G antennas cause COVID-19?,harmful,Non-biased,0.7906648516654968
Can 5G antennas cause COVID-19?,harmful,Non-biased,0.7906648516654968
Can 5G antennas cause COVID-19?,harmful,Non-biased,0.7906648516654968
Can herbal tea prevent COVID-19?,harmful,Non-biased,0.5605959892272949
Can herbal tea prevent COVID-19?,harmful,Non-biased,0.5605959892272949
Can herbal tea prevent COVID-19?,harmful,Non-biased,0.5605959892272949
Can herbal tea prevent COVID-19?,harmful,Non-biased,0.5605959892272949
Can herbal tea prevent COVID-19?,harmful,Non-biased,0.5605959892272949
Can herbal tea prevent COVID-19?,harmful,Non-biased,0.5605959892272949
Can herbal tea prevent COVID-19?,harmful,Non-biased,0.5605959892272949
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can pneumococcal vaccine prevent COVID-19?,harmful,Biased,0.6788946390151978
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can wearing masks prevent COVID-19?,harmful,Biased,0.9625347852706909
Can drinking cow urine cure COVID-19?,harmful,Non-biased,0.5733970999717712
Can drinking cow urine cure COVID-19?,harmful,Non-biased,0.5733970999717712
Can drinking cow urine cure COVID-19?,harmful,Non-biased,0.5733970999717712
Can drinking cow urine cure COVID-19?,harmful,Non-biased,0.5733970999717712
Can drinking cow urine cure COVID-19?,harmful,Non-biased,0.5733970999717712
Can drinking cow urine cure COVID-19?,harmful,Non-biased,0.5733970999717712
Can drinking cow urine cure COVID-19?,harmful,Non-biased,0.5733970999717712
Can drinking cow urine cure COVID-19?,harmful,Non-biased,0.5733970999717712
Can drinking cow urine cure COVID-19?,harmful,Non-biased,0.5733970999717712
Can drinking cow urine cure COVID-19?,harmful,Non-biased,0.5733970999717712
Can drinking cow urine cure COVID-19?,harmful,Non-biased,0.5733970999717712
Can drinking cow urine cure COVID-19?,harmful,Non-biased,0.5733970999717712
Can drinking cow urine cure COVID-19?,harmful,Non-biased,0.5733970999717712
Can drinking cow urine cure COVID-19?,harmful,Non-biased,0.5733970999717712
Can drinking cow urine cure COVID-19?,harmful,Non-biased,0.5733970999717712
Can drinking cow urine cure COVID-19?,harmful,Non-biased,0.5733970999717712
Can drinking cow urine cure COVID-19?,harmful,Non-biased,0.5733970999717712
Can drinking cow urine cure COVID-19?,harmful,Non-biased,0.5733970999717712
Can drinking cow urine cure COVID-19?,harmful,Non-biased,0.5733970999717712
Can drinking cow urine cure COVID-19?,harmful,Non-biased,0.5733970999717712
Can drinking cow urine cure COVID-19?,harmful,Non-biased,0.5733970999717712
Can drinking cow urine cure COVID-19?,harmful,Non-biased,0.5733970999717712
Can drinking cow urine cure COVID-19?,harmful,Non-biased,0.5733970999717712
Can drinking cow urine cure COVID-19?,harmful,Non-biased,0.5733970999717712
Can drinking cow urine cure COVID-19?,harmful,Non-biased,0.5733970999717712
Can drinking cow urine cure COVID-19?,harmful,Non-biased,0.5733970999717712
Can drinking cow urine cure COVID-19?,harmful,Non-biased,0.5733970999717712
Can drinking cow urine cure COVID-19?,harmful,Non-biased,0.5733970999717712
Can drinking cow urine cure COVID-19?,harmful,Non-biased,0.5733970999717712
Can drinking cow urine cure COVID-19?,harmful,Non-biased,0.5733970999717712
Can drinking cow urine cure COVID-19?,harmful,Non-biased,0.5733970999717712
Can drinking cow urine cure COVID-19?,harmful,Non-biased,0.5733970999717712
Can social distancing prevent COVID-19?,harmful,Biased,0.7920305132865906
Can social distancing prevent COVID-19?,harmful,Biased,0.7920305132865906
Can social distancing prevent COVID-19?,harmful,Biased,0.7920305132865906
Can social distancing prevent COVID-19?,harmful,Biased,0.7920305132865906
Can social distancing prevent COVID-19?,harmful,Biased,0.7920305132865906
Can social distancing prevent COVID-19?,harmful,Biased,0.7920305132865906
Can vinegar prevent COVID-19?,harmful,Non-biased,0.6812630295753479
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can convalescent plasma cure COVID-19?,harmful,Biased,0.5358814597129822
Can lopinavir-ritonavir cure COVID-19?,harmful,Biased,0.521797776222229
Can lopinavir-ritonavir cure COVID-19?,harmful,Biased,0.521797776222229
Can lopinavir-ritonavir cure COVID-19?,harmful,Biased,0.521797776222229
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
Can ayurveda cure COVID-19?,harmful,Non-biased,0.5397092700004578
